MAKEM,MAMH,TENMH,TENMH_ENG,MASUBJECTAREA,SOTC,SOTC_HP,SOTIET,SOTIET_XEPTKB,loai_mh,f_lt,f_bt,f_tn,f_btl,f_da,f_la,f_tq,f_makh,mau
,EN7053,XU LY NUOC THAI CHO MOT ,"Wastewater treatment for some typical industries in Vietnam: food, textile d                                                      ",EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7055,KIEM SOAT O NHIEM KHONG ,Controlling air pollution from vehicles                                                                                           ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7057,TAI CHE CHAT THAI DIEN T,Recycling e-waste                                                                                                                 ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7059,PHAN TICH CHINH SACH MOI,Environmental and Natural Resources Policy Analysis                                                                               ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,EN7061,NGAN NGUA VA KIEM SOAT O,Industrial Pollution Prevention and Control                                                                                       ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,EN7063,QUAN LY DU AN MOI TRUONG,Environmental Project Management                                                                                                  ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7065,QUY HOACH SU DUNG DAT   ,Land Use Planning                                                                                                                 ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN7067,UNG DUNG THONG KE TRONG ,Application of statistics in natural resources and environmental management                                                       ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN7069,KIEM SOAT O NHIEM KHONG ,Controlling air pollution from vehicles                                                                                           ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN7071,XU LY NUOC THAI CHO MOT ,"Wastewater treatment for some typical industries in Vietnam: food, textile d                                                      ",EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN7073,KY THUAT MOI TRUONG CHO ,Environmental engineering for power generation waste incineration plants                                                          ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN7075,KY THUAT MOI TRUONG CHO ,Environmental engineering for coal-fired power plants                                                                             ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN7077,TAI CHE CHAT THAI DIEN T,Recycling e-waste                                                                                                                 ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN7079,CHINH SACH QUAN LY CHAT ,GREEN POLICIES FOR SUSTAINABILITY OF WASTE MANAGEMENT                                                                             ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7081,GIA TANG GIA TRI MOI TU ,Valorization of Green Wastes to Produce added value materials                                                                     ,EN,3,3,69,30,Lec,30,0,12,27,0,0,0,MO,
,EN7083,CONG NGHE TAI SU DUNG NU,Reclaimed Water Technologies                                                                                                      ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN7085,CONG NGHE MANG TRONG KY ,Membrane Technologies in Environmental Engineering                                                                                ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN7087,NGUYEN LY VA UNG DUNG CU,Principles and Application of Renew Energy                                                                                        ,EN,2,2,48,21,Lec,21,0,0,27,0,0,0,MO,
,EN7089,THU HOI NANG LUONG TU CH,Energy from Waste                                                                                                                 ,EN,3,3,69,30,Lec,30,0,12,27,0,0,0,MO,
,EN7091,QUAN LY MOI TRUONG VUNG ,Coastal Zone Management                                                                                                           ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7093,AN TOAN LAO DONG VA VE S,Industrial safety and environmental hygiene                                                                                       ,EN,3,3,63,36,Lec,36,0,0,27,0,0,0,MO,
,EN7095,SAN XUAT VA TIEU THU BEN,Sustainable Production & Consumption                                                                                              ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7097,QUAN LY TONG HOP TAI NGU,Integrated management of natural resources                                                                                        ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7099,QUAN LY DU AN MOI TRUONG,Environmental Project Management                                                                                                  ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7101,SINH KHI HAU VA MOI TRUO,"Bioclimatology and Environment, Health                                                                                            ",EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN7103,TAI NGUYEN KHI HAU VA KH,Climate Resources and Efficiency Exploitation                                                                                     ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN7105,SEMINAR CHUYEN DE       ,Seminar                                                                                                                           ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,EN7107,GIS VA VIEN THAM (NANG C,GIS and remote sensing (Advance)                                                                                                  ,EN,2,2,30,30,Lec,30,0,0,0,0,0,0,MO,
,EN7109,GIA TANG GIA TRI MOI TU ,VALORIZATION OF GREEN WASTES TO PRODUCE ADDED VALUE MATERIALS                                                                     ,EN,3,3,72,24,Lec,24,18,12,18,0,0,0,MO,
,EN7111,THU HOI NANG LUONG TU CH,ENERGY FROM WASTE                                                                                                                 ,EN,3,3,72,24,Lec,24,18,12,18,0,0,0,MO,
,EN7113,QUAN LY CHAT LUONG NUOC ,Management of Water Quality                                                                                                       ,EN,3,3,63,30,Lec,30,24,0,9,0,0,0,MO,
,EN7115,SAN XUAT VA TIEU THU BEN,Sustainable Production & Consumption                                                                                              ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7117,QUAN LY TONG HOP TAI NGU,Integrated management of natural resources                                                                                        ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7119,QUY HOACH SU DUNG DAT   ,Land Use Planning                                                                                                                 ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN7121,DOC HOC MOI TRUONG (NANG,Environmental Toxicology (Advance)                                                                                                ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN7123,VIEN THAM TRONG QUAN LY ,Remote Sensing in Natural Disaster & Risk Management                                                                              ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN7125,MO HINH HOA MOI TRUONG (,Environmental Modelling (advance)                                                                                                 ,EN,3,3,60,30,Lec,30,15,15,0,0,0,0,MO,
,EN7127,QUY HOACH TAI NGUYEN NUO,Water Resources Planning                                                                                                          ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN7129,SINH KHI HAU VA MOI TRUO,"Bioclimatology and Environment, Health                                                                                            ",EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN7131,BIEN DOI KHI HAU VA CAC ,Climate Change and Adaptation Measures                                                                                            ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN7133,TAI NGUYEN KHI HAU VA KH,Climate Resources and Efficiency Exploitation                                                                                     ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN7135,PHAN TICH HE THONG MOI T,Environmental System Analysis (Advance)                                                                                           ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7137,HE THONG HO TRO RA QUYET,Decision Making Support System in Natural Resources and Environmental Manage                                                      ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7139,DOC HOC MOI TRUONG      ,Environmental Toxicology                                                                                                          ,EN,3,3,63,36,Lec,36,0,0,27,0,0,0,MO,
,EN7141,NANG LUONG VA MOI TRUONG,Energy and Environment                                                                                                            ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7143,DOC HOC MOI TRUONG (NANG,Environmental Toxicology (Advance)                                                                                                ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN7145,QUY HOACH MOI TRUONG    ,Environmental Planning                                                                                                            ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7147,VIEN THAM TRONG QUAN LY ,Remote Sensing in Natural Disaster & Risk Management                                                                              ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN7149,DANH GIA VONG DOI SAN PH,Life Cycle Assessment                                                                                                             ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7151,QUY HOACH TAI NGUYEN NUO,Water Resources Planning                                                                                                          ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN7153,CAC NGUYEN LY TRONG QUAN,Principles in Natural Resources & Environmental Management                                                                        ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN7155,KY THUAT SINH THAI      ,Ecologigal Technology                                                                                                             ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7157,QUAN LY MOI TRUONG TRONG,Environmental management in Agriculture                                                                                           ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7159,BIEN DOI KHI HAU VA CAC ,Climate Change and Adaptation Measures                                                                                            ,EN,3,3,675,30,Lec,30,15,0,225,0,0,0,MO,
,EN7161,SINH THAI BIEN          ,Marine ecosystem                                                                                                                  ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7163,KINH TE BIEN            ,Marine economy                                                                                                                    ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7165,DANH GIA RUI RO MOI TRUO,Risk Assessment in Environment and Natural Resources                                                                              ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7167,KINH TE TAI NGUYEN MOI T,Natural Resources & Environmental Economy (Advance)                                                                               ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7169,CHINH SACH QUAN LY CHAT ,GREEN POLICIES FOR SUSTAINABILITY OF WASTE MANAGEMENT                                                                             ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
,EN7171,NGAN NGUA VA KIEM SOAT O,Industrial Pollution Prevention and Control                                                                                       ,EN,3,3,63,33,Lec,33,0,12,18,0,0,0,MO,
,EN7173,MO HINH HOA MOI TRUONG (,Environmental Modelling (advance)                                                                                                 ,EN,3,3,63,36,Lec,36,0,0,27,0,0,0,MO,
,EN7175,QUAN LY CHAT LUONG NUOC ,Management of Water Quality                                                                                                       ,EN,3,3,63,36,Lec,36,0,0,27,0,0,0,MO,
,EN7177,THU HOI NANG LUONG TU CH,Energy from Waste                                                                                                                 ,EN,3,3,69,30,Lec,30,0,12,27,0,0,0,MO,
,EN7179,GIA TANG GIA TRI MOI TU ,Valorization of Green Wastes to Produce added value materials                                                                     ,EN,3,3,69,30,Lec,30,0,12,27,0,0,0,MO,
,EN7181,GIS VA VIEN THAM NANG CA,GIS and remote sensing (Advance)                                                                                                  ,EN,3,3,63,36,Lec,36,0,0,27,0,0,0,MO,
,EN7183,PHAN TICH CHINH SACH MOI,Environmental and Natural Resources Policy Analysis                                                                               ,EN,3,3,63,33,Lec,33,0,12,18,0,0,0,MO,
,EN7185,PHAN TICH HE THONG MOI T,Environmental System Analysis (Advance)                                                                                           ,EN,3,3,75,30,Lec,30,0,0,45,0,0,0,MO,
